Name;Phases;From;To;I_1;I_Angle_1;I_2;I_Angle_2;I_3;I_Angle_3;V_1;V_Angle_1;V_2;V_Angle_2;V_3;V_Angle_3
Line.l9;3;705.1.2.3;742.1.2.3;1,408380925213105;7,9276930044554375;16,342747776747753;-120,7464671255265;15,50170589521452;63,32095263743627;1968,4742966296099;2,6676223405878927;2205,4186511419357;-117,94165990802564;2078,383452301284;116,69030213241946
Line.l10;3;705.1.2.3;712.1.2.3;14,751492298204495;-56,517563425491524;0,006039527091047885;-27,941662782998964;14,756795362217158;123,49365846250936;1968,4742966296099;2,6676223405878927;2205,4186511419357;-117,94165990802564;2078,383452301284;116,69030213241946
Line.l11;3;706.1.2.3;725.1.2.3;0,0062823867917977715;92,77535341858894;8,360042913102518;-118,00583242646762;8,354643772598052;61,97212581570001;1966,3819348131356;2,7749996513840944;2197,489573019927;-117,99871098099524;2068,115445120058;116,81550191679538
Line.l12;3;707.1.2.3;724.1.2.3;0,01704316916112833;92,80418350290365;7,672867444337918;-117,8682861455861;7,658205856193719;62,066702472067476;1965,3538716785936;2,8033213829852177;2188,488376983213;-118,06358056994381;2059,8358365231675;116,96283074191939
Line.l13;3;707.1.2.3;722.1.2.3;3,633724039407427;-56,41195502206674;27,70281891918536;-118,00937372254002;29,604305238075167;68,18882967409574;1965,3538716785936;2,8033213829852177;2188,488376983213;-118,06358056994381;2059,8358365231675;116,96283074191939
Line.l14;3;708.1.2.3;733.1.2.3;61,407060498237314;-27,702405263516127;53,36452613912931;160,92892815842202;11,791043285083886;109,54621746479107;1945,344082792523;2,6849784063810054;2193,528511957875;-117,61730856778195;2071,355758299981;116,56319648045319
Line.l15;3;708.1.2.3;732.1.2.3;7,301925248068654;-58,08044976824829;0,008009288109581082;-27,617313577785506;7,308830748541156;121,95138637065472;1945,344082792523;2,6849784063810054;2193,528511957875;-117,61730856778195;2071,355758299981;116,56319648045319
Line.l16;3;709.1.2.3;731.1.2.3;0,016576726538196924;92,67876298008119;15,474226265707227;-116,52895611705632;15,459757985186686;63,441070986002636;1949,2264230283324;2,6773847675649596;2195,269625896437;-117,68005171494556;2072,2728499149616;116,58422825388924
Line.l17;3;709.1.2.3;708.1.2.3;67,8022309269682;-30,817912362164236;53,34676408668868;160,93180089277058;18,99386719581379;114,3161547754455;1949,2264230283324;2,6773847675649596;2195,269625896437;-117,68005171494556;2072,2728499149616;116,58422825388924
Line.l18;3;710.1.2.3;735.1.2.3;14,539890686936037;-56,77576000908504;0,004995296083223347;-27,470845110447954;14,544248062226684;123,23387192604591;1935,0740453858316;2,763624552870767;2188,923538218403;-117,47084311606007;2066,5160142752693;116,5184997561408
Line.l19;3;710.1.2.3;736.1.2.3;0,02826182858440216;92,76507127496065;7,716268809045371;-117,62817267049577;7,6919071697129935;62,26537169479002;1935,0740453858316;2,763624552870767;2188,923538218403;-117,47084311606007;2066,5160142752693;116,5184997561408
Line.l20;3;711.1.2.3;741.1.2.3;7,273859052153578;-58,14423534138748;0,01242936053164768;-27,261800133575115;7,2845323556249495;121,9059277869713;1933,9859281931822;2,799308546427953;2192,2811419403297;-117,2617951199548;2073,0362993426284;116,55599988655352
Line.l21;3;711.1.2.3;740.1.2.3;29,27021389976222;-151,71090947938097;38,32985373243067;62,74845850343252;21,80752097653896;-67,88155084212598;1933,9859281931822;2,799308546427953;2192,2811419403297;-117,2617951199548;2073,0362993426284;116,55599988655352
Line.l22;3;713.1.2.3;704.1.2.3;15,409168875252753;-114,88650148884706;24,732121436432216;-153,29365544613734;38,03521912155609;41,27449308057828;1969,1873467222345;2,6788207054179214;2205,8763605092954;-117,92356934271024;2079,137041135519;116,71236292721788
Line.l23;3;714.1.2.3;718.1.2.3;19,804504364657156;177,967465024217;31,940229161761874;83,91946427386762;36,38011954978784;-63,17671059656231;1969,5255761849398;2,729161289472761;2204,128358266287;-117,90215646369289;2077,386930425448;116,7902384771675
Line.l24;3;720.1.2.3;707.1.2.3;3,6014074212531946;-56,105069691930346;35,375694551811584;-117,94148002978099;37,21120861084875;66,95319827545183;1966,4153795093305;2,7735253375994775;2198,2635611684173;-117,9882541569094;2068,9130358316706;116,80515295500105
Line.l25;3;720.1.2.3;706.1.2.3;0,023005431300251428;92,7745603814904;8,360059779517536;-117,87772902105353;8,340268382549938;62,04172154037574;1966,4153795093305;2,7735253375994775;2198,2635611684173;-117,9882541569094;2068,9130358316706;116,80515295500105
Line.l26;3;727.1.2.3;744.1.2.3;8,493855179898166;-147,10505888164028;25,581639298205143;111,58164671923868;25,325948517230348;-49,20602695006853;1960,4579050197292;2,659573087942719;2202,311246998844;-117,76396789778121;2078,838382977485;116,6606138200933
Line.l27;3;730.1.2.3;709.1.2.3;67,79004935286886;-30,802351332457967;57,43741864776088;176,42628198870847;31,148031972416362;91,68155308793315;1951,6744616663061;2,671751533798613;2196,8315751034283;-117,71250810496153;2073,3448724142563;116,59139003563025
Line.l28;3;733.1.2.3;734.1.2.3;49,7737128572276;-38,686951414986694;40,24713010267295;150,2076695336802;11,792193422009811;109,50091657172953;1941,8425340156841;2,6864108241969635;2191,7895748994165;-117,55444260956175;2070,78526721116;116,54945715341326
Line.l29;3;734.1.2.3;737.1.2.3;29,92635283629828;-25,34655615763711;41,299788733030745;139,44928296268864;14,688194904243998;-72,88280708593847;1936,9614175431157;2,716133085053973;2190,1295690033003;-117,4616184473561;2069,706564332828;116,52749007064311
Line.l30;3;734.1.2.3;710.1.2.3;14,505643980684702;-56,69615344092749;7,716239336725149;-117,49461594620267;19,472314221878264;103,06678711308719;1936,9614175431157;2,716133085053973;2190,1295690033003;-117,4616184473561;2069,706564332828;116,52749007064311
Line.l31;3;737.1.2.3;738.1.2.3;16,579164299256796;-85,80044883504296;31,067578179354406;100,3211960850946;14,68513409725876;-72,81051279906532;1933,7091930316094;2,7126114350617643;2189,0018772826074;-117,34504319121102;2071,3069520446206;116,53692870629398
Line.l32;3;738.1.2.3;711.1.2.3;29,711088525333764;-137,58742640040114;38,32985387197801;62,71130951301538;14,683230015178633;-72,76528739248515;1933,1771349989558;2,741767142070671;2189,9145932175998;-117,29380763872932;2072,213772349543;116,54534550982568
Line.l33;3;744.1.2.3;728.1.2.3;12,842327123138427;-23,698745083351547;14,543870180541528;-144,16862038159164;13,675731650699332;89,86595739957026;1960,753258443727;2,670701127567732;2202,5982186360407;-117,73245163399197;2079,7100510074483;116,68469443964439
Line.l34;3;744.1.2.3;729.1.2.3;26,754913463571683;-178,8501637231783;34,91707344818734;72,95923473077914;36,766679955186085;-63,296699991329845;1960,753258443727;2,670701127567732;2202,5982186360407;-117,73245163399197;2079,7100510074483;116,68469443964439
Line.l35;3;799r.1.2.3;701.1.2.3;196,27406451818396;-47,29508292392001;139,1404597619945;-169,0993713725447;170,58174155448407;88,8201673786205;2002,729330747654;2,4674834482744363;2229,0623119079464;-117,99842171941815;2110,879158933479;116,91614824146467
