Name;Phases;From;To;I_1;I_Angle_1;I_2;I_Angle_2;I_3;I_Angle_3;V_1;V_Angle_1;V_2;V_Angle_2;V_3;V_Angle_3
Line.l13;3;824.1.2.3;828.1.2.3;15,651110922831604;-18,771930439286137;17,773675597110792;-128,11242279756402;18,26557442869824;117,68368093503427;14046,809821275838;-0,8813355660919044;14560,59028143336;-121,7558006288095;14626,728951183884;118,95162542934997
Line.l14;3;828.1.2.3;830.1.2.3;15,386383584822388;-18,727863750484595;17,773657681576097;-128,15682117886485;18,12830551268742;117,8502320629351;14041,883902872536;-0,8815468451101836;14555,47967926453;-121,76473414542052;14622,150840085244;118,94152494800637
Line.l15;3;830.1.2.3;854.1.2.3;13,95199134326671;-18,102306055928892;17,038862600751035;-128,40896513052243;16,841410268512064;117,5342403521831;13923,50190698918;-0,8791709406300273;14430,170203475027;-121,9801983726426;14511,818967576884;118,69644286541228
Line.l16;3;832.1.2.3;858.1.2.3;8,800389088795052;2,9625120956802213;12,151518316727897;-110,3204689978361;13,061021499848046;138,51321902568534;13687,578268103776;-0,8988726796576626;14164,738232884827;-122,41383543661911;14280,86840328805;118,1791968828194
Line.l17;3;834.1.2.3;860.1.2.3;5,2645401044128715;-77,92543529846922;4,825759897515586;169,99307935086756;3,492229190140058;61,07918310009088;13657,473865579394;-0,9375660196827285;14125,485866938156;-122,5450019021929;14253,489981370154;118,01634238405299
Line.l18;3;834.1.2.3;842.1.2.3;9,709590102302514;56,20821512330391;11,207962182456175;-82,23208132667085;10,554902146955548;168,85606010606338;13657,473865579394;-0,9375660196827285;14125,485866938156;-122,5450019021929;14253,489981370154;118,01634238405299
Line.l19;3;836.1.2.3;840.1.2.3;4,719708410973955;-175,42890602887968;4,258282291115118;67,91600117109745;4,67496229384288;-51,02772211772616;13657,053659302072;-0,9090722840389904;14121,433043489336;-122,52999035428518;14254,592288784059;118,03089649154818
Line.l20;3;836.1.2.3;862.1.2.3;0,004625723448625138;92,73484790793285;2,190842704174631;-147,65985509026626;0,004118174157706369;-149,07692620682496;13657,053659302072;-0,9090722840389904;14121,433043489336;-122,52999035428518;14254,592288784059;118,03089649154818
Line.l21;3;842.1.2.3;844.1.2.3;9,688113963394574;58,416752238007575;11,204712617265477;-82,24776093380248;10,551844487211973;168,84108387872482;13657,332187799722;-0,9411740400225277;14124,974061886474;-122,54923026121372;14253,346949512208;118,01183004842717
Line.l22;3;844.1.2.3;846.1.2.3;9,825586951235492;115,08338854651555;8,148089712440836;-21,461820874754967;9,503528649035841;-131,37687961179932;13656,875465612757;-0,9584269061734932;14122,442435934296;-122,56951856569283;14252,665277640946;117,98985832049654
Line.l23;3;846.1.2.3;848.1.2.3;9,770003557613785;115,2178817211046;9,345217794090035;-12,058016900585423;10,075067427658684;-128,3262040819683;13666,860386001714;-0,9871512588679716;14127,52760518624;-122,60388968715672;14263,07135565819;117,95302186521208
Line.l24;3;850.1.2.3;816.1.2.3;28,861403944426755;-21,54532873690352;20,913801419676723;-130,33343449701516;18,529265873970253;117,45557977616035;14110,974141977336;-0,892355757245076;14638,845122629515;-121,63175867729566;14681,840432198855;119,08148178265839
Line.l34;3;852.1.2.3;852r.1.2.3;14,187578256020501;-20,45869276595934;16,793875916694546;-131,01718696145616;16,887359609254986;115,65084398048346;13728,18044037942;-0,8647464081602259;14210,090266172841;-122,33863774096716;14324,232984735507;118,27308254302149
Line.l25;3;852r.1.2.3;832.1.2.3;14,187578256542306;-20,45869276407357;16,793875916633674;-131,0171869607115;16,887359609374716;115,65084398021736;13687,631078055605;-0,8988805199549225;14164,797391031281;-122,41374136711907;14280,919006621229;118,17930885542462
Transformer.xfm1;3;832.1.2.3;888.1.2.3;6,967225557713801;-50,54655833559621;6,896518175652324;-169,45038540844166;6,949774848529554;69,12755118996613;13687,578268103776;-0,8988726796576626;14164,738232884827;-122,41383543661911;14280,86840328805;118,1791968828194
Line.l26;1;854.2;856.2;0,0;0,0;0,24334393224214884;-66,71917052078192;0,0;0,0;0,0;0,0;14427,087083935103;-121,98556390053535;0,0;0,0
Line.l27;3;854.1.2.3;852.1.2.3;13,955134253149923;-18,135870735019388;16,778801967038948;-128,98718390285188;16,84195346165167;117,50777493609802;13920,791221034495;-0,8791436863775844;14427,087083935103;-121,98556390053535;14509,243873643807;118,69047695476097
Line.l28;1;858.1;864.1;0,07552412085070376;-15,36446495697236;0,0;0,0;0,0;0,0;13673,27612951369;-0,9166082254496599;0,0;0,0;0,0;0,0
Line.l29;3;858.1.2.3;834.1.2.3;8,359022312144274;5,002131444331971;11,730309317928018;-109,9022984360951;12,635563166564337;140,44847813874597;13673,27612951369;-0,9166082254496599;14146,531761735761;-122,47448548630227;14267,737226549209;118,10497378975239
Line.l30;3;860.1.2.3;836.1.2.3;3,317184376307064;-159,96434490708901;2,665732237731555;129,01640179945693;3,5229047818414743;-38,06099231346633;13654,958883537725;-0,9223369559906767;14122,529900613314;-122,53797638131793;14251,765736377598;118,02104239452369
Line.l31;1;862.2;838.2;0,0;0,0;1,0844466250635445;-146,4161935364548;0,0;0,0;0,0;0,0;14121,160868211826;-122,53021517749245;0,0;0,0
Line.l32;3;888.1.2.3;890.1.2.3;41,70281501646843;-50,54650010506017;41,27959084917031;-169,45032127436554;41,59836073686072;69,1276128714626;2224,191125974863;-1,34275493799194;2305,405310065397;-122,90749430893268;2323,651864876013;117,73937526093782
