Name;Phases;From;To;I_1;I_Angle_1;I_2;I_Angle_2;I_3;I_Angle_3;V_1;V_Angle_1;V_2;V_Angle_2;V_3;V_Angle_3
Line.l21;3;842.1.2.3;844.1.2.3;12,697034911101007;34,00199136687586;15,27609949292049;-99,29443303044195;13,902660499944345;148,54494298406144;12744,510035209667;-2,669258270838256;13280,81307047643;-124,28828394314714;13371,337737772119;116,32764011231683
Line.l22;3;844.1.2.3;846.1.2.3;8,209863709060953;76,73664224439865;8,360756221649732;-64,68220130546797;8,446996305493572;-169,35280137335727;12741,534395697458;-2,6910703051975857;13275,963445412148;-124,31343934610611;13368,234483203942;116,30082483786714
Line.l23;3;846.1.2.3;848.1.2.3;8,15540950222631;76,63954531288516;8,382215142492484;-51,048530308109775;8,632942511594235;-163,93541309322666;12744,033746612517;-2,732386993211822;13274,295703288857;-124,36088727195848;13371,459231731425;116,25104806449602
Line.l24;3;850.1.2.3;816.1.2.3;44,72063802118657;-16,754818992320793;37,188408126655105;-130,44703168324764;34,001259765280096;114,15077673496457;13658,46503690779;-1,8232890381725304;14230,407296932734;-122,57141512862812;14248,047344456094;118,18565355996095
Line.l34;3;852.1.2.3;852r.1.2.3;29,91205698038904;-13,19278952516296;33,07758404648078;-130,58487290693907;32,41605758863763;113,17767909908511;12898,11509671082;-2,4193282065486605;13446,40595163781;-123,90568264106608;13522,03788413865;116,75730128638968
Line.l25;3;852r.1.2.3;832.1.2.3;29,912056980982413;-13,192789525515638;33,07758404605317;-130,58487290676453;32,41605758883611;113,17767909877315;12816,301351342983;-2,553886475475394;13358,561235081279;-124,07579373403439;13438,190284722506;116,57196238269407
Transformer.xfm1;3;832.1.2.3;888.1.2.3;10,837093612321807;-31,795284333769718;11,149977785681289;-152,0578672523288;10,952915743174193;86,65534173307721;12816,19408564167;-2,553975594299037;13358,451201772943;-124,07598838477386;13438,08690456737;116,57175060019067
Line.l26;1;854.2;856.2;0,0;0,0;0,23576429874053986;-70,97562802522914;0,0;0,0;0,0;0,0;13851,982507743875;-123,20544856427324;0,0;0,0
Line.l27;3;854.1.2.3;852.1.2.3;29,768996685225847;-12,10527437372329;33,075486256796154;-129,60357382531745;32,3588243973255;114,09470502832198;13291,791117027138;-2,092591633265768;13851,982507743875;-123,20544856427324;13902,7987569542;117,51866087144664
Line.l28;1;858.1;864.1;0,08140813861386315;-18,679544769376122;0,0;0,0;0,0;0,0;12783,170227280276;-2,6044198712115154;0,0;0,0;0,0;0,0
Line.l29;3;858.1.2.3;834.1.2.3;19,38268084236269;-2,2706901903775076;22,59223305875773;-120,27893847985601;22,549802061104447;126,39497262782398;12783,170227280276;-2,6044198712115154;13323,136276458841;-124,17116876744997;13407,2239473498;116,46319676566326
Line.l30;3;860.1.2.3;836.1.2.3;2,981386306142012;-27,29191202638323;5,535055975942133;-152,72816003534248;2,7508272227185677;84,64556844665316;12738,678669636105;-2,6563850656675365;13275,282295398209;-124,2830908690553;13366,534185883927;116,3305593255981
Line.l31;1;862.2;838.2;0,0;0,0;1,1569645732895166;-148,49102655700574;0,0;0,0;0,0;0,0;13269,27870907399;-124,28499592555038;0,0;0,0
Line.l32;3;888.1.2.3;890.1.2.3;64,86622854266597;-31,79523719758824;66,73902083419064;-152,05781891067602;65,55948869935342;86,65539032452716;2060,060370073944;-4,197653527532106;2149,709499634525;-125,74562284426905;2162,3353796183287;115,01507901408065
